Gender, First Name, Last Name, Birthday, Address, City, ST, Zip, Credit Card, Balance
male, Tony, Ruggles, 3/25/1983, 4522 Wilson Street, Palm Desert , CA, 92260, MasterCard, 8370.50
female, Marian, Salem, 1/29/1960, 2149 Sycamore Road, Bend , OR, 97701, Visa, 5521.66
male, Jason, White, 1/23/1982, 3672 Aspen Court, Boston , MA, 02114, Visa, 13405.96
male, Enrique, Harris, 9/14/1947, 4901 Terry Lane, Titusville , FL, 32796, Visa, 10909.72
female, Vanessa, Robards, 1/17/1965, 3701 Hickory Lane, Washington , DC, 20005, MasterCard, 7333.39
male, Jeff, Herdon, 12/15/1974, 2635 Lyon Avenue, Rutland , MA, 01543, MasterCard, 6305.66
female, Kristy, Tate, 8/8/1964, 3632 Wood Street, New Orleans , LA, 70113, Visa, 8432.89
female, Martha, Severino, 6/10/1985, 2876 Ward Road, El Paso , TX, 79912, MasterCard, 14663.27
female, Carol, Tiano, 5/15/1970, 2023 Morgan Street, Tallahassee , FL, 32301, MasterCard, 0.00
male, Leslie, Delgado, 4/7/1964, 136 Burke Street, Lexington , MA, 02421, Visa, 7130.19
male, Paul, Morrison, 5/24/1984, 2130 Renwick Drive, Portland , PA, 97205, Visa, 9207.49
male, James, George, 3/10/1982, 4055 Reeves Street, Weyauwega , WI, 54983, Discover, 0.00
male, Curtis, Simonsen, 6/7/1950, 3158 Hummingbird Way, Boston , MA, 02199, Visa, 3912.90
male, Robert, Smallwood, 9/6/1963, 2056 Robinson Court, Caro , MI, 48723, Discover, 1610.14
male, Reginald, Harris, 11/9/1965, 2229 Centennial Farm Road, Havelock , IA, 50546, Visa, 1831.16
female, Jennifer, Cook, 5/12/1980, 2889 Stratford Drive, Kealakekua , HI, 96750, MasterCard, 0.00
female, Elizabeth, Unruh, 1/13/1944, 1396 Coal Road, Pittston , PA, 18640, Visa, 3281.46
female, Mary, Sleeper, 10/4/1969, 2766 Sundown Lane, Austin , TX, 78752, Visa, 5662.46
female, Nicole, Franklin, 3/24/1953, 4009 Hemlock Lane, Harlingen , TX, 78550, MasterCard, 0.00
male, James, Hernandez, 2/1/1959, 1687 Wilson Street, Apple Valley , CA, 92308, Visa, 7580.70
male, Leslie, Pringle, 10/3/1974, 3177 Marie Street, Millington , MD, 21651, MasterCard, 3206.22
female, Rene, Allen, 4/4/1974, 2123 Joanne Lane, Boston , MA, 02110, Visa, 9342.80
female, Lana, Shockey, 11/17/1960, 366 Cedar Lane, Boston , MA, 02199, Visa, 19920.88
male, James, Maize, 11/15/1947, 1569 Heavner Avenue, Smyrna , GA, 30080, Discover, 3954.35
female, Deborah, Benedict, 7/18/1946, 4732 Liberty Avenue, Pomona , CA, 91766, Visa, 0.00
female, Marion, Roberts, 12/28/1952, 3496 Copperhead Road, Middletown , CT, 06457, Visa, 0.00
female, Joanna, Mauldin, 7/23/1965, 772 Wayback Lane, New York , NY, 10013, MasterCard, 0.00
male, Carlton, Mcneil, 4/5/1959, 824 Benson Street, Crescent Lake , WI, 54501, MasterCard, 6207.86
female, Suzan, Reilly, 1/6/1945, 1761 Oakdale Avenue, Mulberry , FL, 33860, MasterCard, 10620.07
male, Gregory, Jackson, 11/21/1955, 2192 Preston Street, Florence , KS, 66851, Visa, 0.00
female, Roberta, Turner, 5/5/1946, 4933 Little Acres Lane, Peoria , IL, 61602, MasterCard, 11568.87
female, Miriam, Busch, 2/24/1958, 4860 Buckhannan Avenue, Camillus , NY, 13031, MasterCard, 4226.94
male, Robert, Gastelum, 1/6/1973, 690 Tree Top Lane, Philadelphia , PA, 19108, Discover, 0.00
male, John, Johnson, 11/5/1942, 811 Edgewood Road, Magnolia , AR, 71753, Visa, 2990.56
male, Edward, Foust, 10/21/1976, 1830 Shearwood Forest Drive, Manchester , NH, 03101, Visa, 7394.84
female, Arline, Hanrahan, 1/25/1977, 1507 Clark Street, Levittown , NY, 11756, Discover, 3013.51
male, David, Kent, 8/8/1966, 2762 Goldleaf Lane, Jersey City , NJ, 07304, Visa, 7418.80
male, Gregory, Escobar, 1/30/1944, 104 Kelly Street, Davidson , NC, 28036, Visa, 0.00
female, Sherry, Taylor, 10/15/1959, 1142 Brooklyn Street, Seven Fountains , VA, 22653, MasterCard, 0.00
male, Edwin, Marlowe, 5/1/1945, 2707 Pointe Lane, Boca Raton , FL, 33487, MasterCard, 11892.16
female, Kim, Chun, 1/9/1951, 837 Confederate Drive, Syracuse , NY, 13202, Visa, 0.00
male, William, Moore, 3/31/1978, 3375 Locust Street, Leesburg , GA, 31763, MasterCard, 9385.10
female, Heather, Armstrong, 5/28/1954, 479 Ethels Lane, Avon Park , FL, 33825, Visa, 4147.00
male, Jack, Evangelista, 4/7/1944, 1905 Red Maple Drive, City Of Commerce , CA, 90040, Discover, 0.00
male, Danny, Nakamura, 4/23/1976, 4247 Steve Hunt Road, Miami , FL, 33179, Discover, 5872.22
female, Carolyn, Gonzales, 1/29/1974, 3867 Prospect Valley Road, Gardena , CA, 90248, Visa, 10004.48
male, Chad, Lockridge, 7/27/1980, 4798 Hershell Hollow Road, Bristol , TN, 37620, Discover, 1256.65
male, George, Brady, 3/25/1953, 709 Charack Road, Seymour , IN, 47274, MasterCard, 0.00
female, Linda, Pearson, 9/21/1948, 1407 Brannon Street, Los Angeles , CA, 90017, Visa, 16847.38
female, Linda, Scott, 10/6/1941, 1335 Mcwhorter Road, Greenwood , MS, 38930, MasterCard, 9371.18
male, Rick, Bateman, 11/1/1977, 561 Willison Street, Golden Valley , MN, 55427, MasterCard, 2411.53
male, James, Grijalva, 4/6/1979, 1629 Marie Street, Baltimore , MD, 21202, Visa, 0.00
male, Terry, Marsh, 7/26/1977, 286 Custer Street, Erie , PA, 16505, MasterCard, 11089.59
male, Joseph, Munoz, 10/19/1950, 1919 Rafe Lane, Southaven , MS, 38671, MasterCard, 10398.82
female, Betty, Bruck, 5/7/1943, 3110 Simons Hollow Road, Scranton , PA, 18503, Visa, 15694.77
female, Blanche, Papas, 12/22/1970, 866 Randolph Street, Cambridge , MA, 02141, MasterCard, 1878.64
female, Jessica, Foley, 10/9/1967, 2187 American Drive, Monticello , FL, 32344, MasterCard, 8808.93
female, Myrtle, Orosco, 5/27/1979, 624 Windy Ridge Road, Fort Wayne , IN, 46802, Visa, 0.00
male, Samuel, Jackson, 9/28/1956, 1690 Hilltop Street, Northadams , MA, 01247, Visa, 4095.63
male, Daniel, Moss, 3/12/1961, 3641 Crummit Lane, Omaha , NE, 68114, Visa, 7040.59
male, Johnny, Innes, 11/19/1973, 2151 Cardinal Lane, Warsaw , IL, 62379, MasterCard, 0.00
male, Edgar, Barron, 7/15/1943, 298 Duncan Avenue, Whitestone , NY, 11357, MasterCard, 6986.15
male, Clarence, Perry, 7/26/1976, 1079 Dovetail Estates, Oklahoma City , OK, 73102, MasterCard, 15180.72
female, Heidi, Thomas, 4/15/1960, 4879 Hoffman Avenue, New York , NY, 10016, MasterCard, 0.00
female, Kathryn, Cox, 10/9/1965, 3695 Junior Avenue, East Point , GA, 30344, MasterCard, 0.00
male, Harold, Otto, 12/25/1982, 2090 Heavens Way, Los Angeles , CA, 90017, Visa, 15558.42
male, Steve, Anderson, 7/30/1958, 566 Joyce Street, Mobile , AL, 36602, MasterCard, 0.00
male, Gregory, Greco, 7/29/1982, 1548 Poling Farm Road, Omaha , NE, 68102, MasterCard, 9724.79
female, Louise, Reed, 5/12/1951, 975 Camel Back Road, Bartlesville , OK, 74003, Visa, 6772.97
male, Seth, Villarreal, 3/30/1945, 4329 Chapmans Lane, Albuquerque , NM, 87102, Visa, 8620.90
male, Gabriel, Miler, 9/22/1966, 3441 Cunningham Court, Southfield , MI, 48075, MasterCard, 0.00
male, William, Denison, 1/21/1955, 154 Rhapsody Street, Gainesville , FL, 32601, Visa, 0.00
female, Michelle, Vierra, 9/8/1942, 3286 Ashmor Drive, Moorhead , MN, 56560, MasterCard, 7583.90
male, Henry, Pinette, 6/25/1947, 3543 East Avenue, Phoenix , AZ, 85003, MasterCard, 1005.22
male, Willie, Irwin, 1/9/1942, 1544 Green Acres Road, Moyock , NC, 27958, Visa, 7260.44
male, Charles, Frasier, 12/25/1944, 3900 Stewart Street, Indianapolis , IN, 46225, MasterCard, 3646.31
male, Franklin, Moore, 12/2/1976, 3914 Freed Drive, Stockton , CA, 95202, Visa, 20211.57
male, Fernando, Cruz, 6/21/1962, 3559 Chapmans Lane, Albuquerque , NM, 87110, MasterCard, 0.00
male, Robert, Davis, 12/18/1959, 4073 Bailey Drive, Cedar Rapids , IA, 52402, MasterCard, 4088.07
female, Celia, Tabarez, 8/12/1978, 4144 Collins Avenue, Westerville , OH, 43081, MasterCard, 1502.80
female, Audrey, Holmes, 6/3/1958, 4134 Red Hawk Road, Minneapolis , MN, 55401, Visa, 22259.27
female, Carrie, Josephs, 10/29/1946, 2168 Illinois Avenue, Portland , OR, 97204, Visa, 10020.48
female, Betty, Peters, 8/13/1969, 867 Ripple Street, Saginaw , MI, 48607, MasterCard, 6480.22
female, Helene, Shook, 4/12/1965, 1152 Jerome Avenue, Harlingen , TX, 78550, Visa, 0.00
female, Tina, Hawker, 1/12/1966, 2100 Kessla Way, Charleston , SC, 29403, MasterCard, 3282.99
female, Harold, Avery, 7/19/1975, 154 Florence Street, Dallas , TX, 75201, MasterCard, 10956.00
female, Bethany, Osullivan, 12/31/1948, 1209 Horner Street, Cuyahoga Falls , OH, 44221, Visa, 13863.96
male, Clayton, Zumwalt, 10/24/1948, 108 South Street, Rankin , TX, 79778, Visa, 3738.08
male, Christopher, Harper, 1/1/1970, 3180 Oakmound Road, Chicago , IL, 60657, MasterCard, 4215.90
female, Kay, Baker, 3/29/1975, 1782 Christie Way, Cambridge , MA, 02141, Discover, 10088.02
male, Jared, Lindberg, 5/11/1955, 2859 Hill Croft Farm Road, Redding , CA, 96001, Visa, 8052.65
female, Latonya, Bishop, 9/5/1963, 4838 Carriage Lane, Bloomsburg , PA, 17815, MasterCard, 7945.16
female, Pamela, Carpenter, 10/31/1957, 1634 Goodwin Avenue, Spokane Valley , WA, 99206, Visa, 4816.56
male, Charles, Bost, 5/5/1978, 4247 Cottonwood Lane, Wyoming , MI, 49509, Visa, 0.00
female, Mary, Cotter, 5/26/1982, 2694 Hillside Drive, Bedford , MA, 01730, Visa, 7809.81
male, Steven, Larocca, 5/5/1951, 3868 Poplar Street, Oak Park , IL, 60300, Visa, 14699.37
male, Ryan, Howard, 11/8/1952, 2606 Parkway Drive, Tucson , AZ, 85701, MasterCard, 3704.20
male, Phillip, Coker, 1/22/1974, 4229 Peck Street, Nashua , NH, 03060, MasterCard, 2726.39
female, Della, Brown, 1/5/1949, 4600 Dog Hill Lane, Victoria , KS, 67671, Visa, 0.00
female, Valerie, Head, 12/14/1962, 4705 Carriage Court, Coachella , CA, 92236, MasterCard, 4284.45
female, Sherry, Johnson, 9/12/1969, 3510 Travis Street, Fort Pierce , FL, 34950, Discover, 6853.79
female, Maggie, Mckinzie, 12/17/1966, 699 Tibbs Avenue, Lambert , MT, 59243, Visa, 0.00
male, Derrick, Leeper, 1/28/1983, 2817 Abia Martin Drive, Brentwood , NY, 11717, Visa, 3325.29
male, Miguel, Smith, 1/11/1945, 4368 Timbercrest Road, Elmendorf , AK, 99506, MasterCard, 4331.53
male, Troy, Lloyd, 9/16/1969, 3244 Tail Ends Road, Menasha , WI, 54952, Visa, 0.00
male, Nicholas, Rosa, 5/11/1963, 345 Honeysuckle Lane, Vancouver , WA, 98686, Discover, 7074.76
female, Jeannette, Hollingsworth, 1/30/1944, 400 Heavner Avenue, Carrollton , GA, 30117, MasterCard, 0.00
female, Santos, Davis, 6/16/1984, 3760 Thunder Road, San Jose , CA, 95113, Discover, 0.00
male, Antoine, Adkins, 9/4/1965, 2477 Seneca Drive, Willamina , OR, 97396, Discover, 2091.98
male, David, Lavelle, 8/26/1973, 4837 Earnhardt Drive, Louisville , KY, 40242, Visa, 5098.41
female, Stacy, Quick, 9/12/1952, 431 Camden Place, Hendersonville , SC, 29488, Visa, 10747.33
male, Joseph, Pincus, 12/2/1966, 4344 Emeral Dreams Drive, Elk Grove Village , IL, 60007, Visa, 18982.07
female, Leslie, Craig, 4/13/1973, 4083 West Side Avenue, North Bergen , NJ, 07047, MasterCard, 5771.94
female, Laura, Miller, 1/16/1961, 784 Front Street, Detroit , MI, 48226, MasterCard, 0.00
female, Noreen, Dunavant, 12/3/1954, 454 Kinney Street, Easthampton , MA, 01027, MasterCard, 5481.02
female, Brooke, Humphrey, 8/23/1960, 2399 Jones Avenue, Greensboro , NC, 27401, Discover, 7122.24
male, Carlos, Lewis, 8/12/1973, 426 Denver Avenue, Riverside , CA, 92501, Visa, 5616.69
male, Gary, Williams, 5/28/1948, 2569 Catherine Drive, Bismarck , ND, 58506, MasterCard, 5674.97
male, Albert, Lane, 4/16/1980, 3832 Grey Fox Farm Road, Houston , TX, 77006, MasterCard, 6869.12
female, Angela, Fink, 1/17/1979, 645 Thompson Street, Los Angeles , CA, 90017, Visa, 1835.79
male, Martin, Gross, 1/12/1982, 609 Stoney Lonesome Road, Jersey Shore , PA, 17740, Visa, 0.00
male, John, Williams, 11/19/1969, 645 Red Maple Drive, Santa Fe Springs , CA, 90670, Visa, 1460.26
female, Joyce, Loughlin, 10/3/1956, 3222 Snowbird Lane, Plymouth , NE, 68424, Discover, 7825.79
female, Marci, Johnson, 8/31/1966, 2162 Callison Lane, Newark , DE, 19711, Discover, 0.00
female, Molly, Pruitt, 5/30/1982, 3176 Flinderation Road, Arlington Heights , IL, 60005, Visa, 10083.99
female, Heather, Bond, 11/5/1969, 3619 Buffalo Creek Road, Nashville , TN, 37211, Discover, 7489.16
female, Elma, Yelle, 5/28/1956, 4340 Thomas Street, Hoffman Estates , IL, 60195, MasterCard, 3823.41
male, Jerry, Clary, 6/30/1960, 1020 Lakeland Terrace, Southfield , MI, 48235, Visa, 0.00
male, Gale, White, 4/29/1949, 859 Nancy Street, Raleigh , NC, 27601, Visa, 11116.19
female, Ginger, Rager, 6/27/1942, 1784 Coal Street, Altoona , PA, 16601, Visa, 7033.07
female, Lisa, Little, 12/31/1977, 2037 Forest Avenue, Elmsford , NY, 10523, MasterCard, 6963.32
female, Gillian, Delarosa, 11/13/1975, 1549 Johnny Lane, Waukesha , WI, 53186, Visa, 3647.15
male, Mervin, Bearden, 12/9/1947, 2236 Keyser Ridge Road, Greensboro , NC, 27401, Discover, 2397.66
male, Jackson, Honig, 10/24/1959, 740 Pick Street, Loveland , CO, 80537, Discover, 3352.24
female, Lillian, Garcia, 2/20/1969, 4335 Red Dog Road, Charlotte , NC, 28208, MasterCard, 1245.87
female, Anna, Alexander, 4/7/1940, 1879 Stroop Hill Road, Atlanta , GA, 30303, MasterCard, 2197.03
male, Corey, Wysocki, 9/7/1981, 4297 Goff Avenue, Paw Paw , MI, 49079, Visa, 5255.23
male, Melvin, Poisson, 8/26/1946, 467 Richison Drive, Huntley , MT, 59037, Visa, 13190.90
male, David, Martin, 5/22/1967, 293 Sardis Station, Minneapolis , MN, 55414, MasterCard, 3280.13
male, Charles, Just, 6/5/1969, 2619 Modoc Alley, Eagle , ID, 83642, Visa, 25277.25
male, Anthony, Hansen, 5/15/1958, 2968 Quiet Valley Lane, Agoura , CA, 91301, Discover, 3840.53
female, Nicole, Adams, 7/9/1951, 2408 Morningview Lane, Des Moines , IA, 50309, MasterCard, 10038.52
female, Heather, Mason, 3/17/1984, 4812 Carriage Lane, Toledo , OH, 43615, Discover, 0.00
female, Eleanor, Ingram, 2/8/1958, 4792 Locust View Drive, San Jose , CA, 95113, MasterCard, 1883.26
female, Dorothy, Rogers, 10/29/1948, 1868 Daylene Drive, West Bloomfield , MI, 48033, MasterCard, 0.00
female, Judith, Mcgill, 3/17/1943, 4307 Sundown Lane, Austin , TX, 78701, Visa, 16836.56
female, Debra, Blanton, 1/17/1977, 1380 Adonais Way, Dunwoody , GA, 30338, Visa, 2293.63
female, Jan, Monier, 10/30/1940, 516 Chatham Way, Reston , MD, 22090, MasterCard, 0.00
male, Charles, Kent, 3/26/1977, 3386 Henry Ford Avenue, New York , NY, 10016, Discover, 7800.18
female, Linda, Walker, 6/27/1969, 211 Aviation Way, Los Angeles , CA, 90071, MasterCard, 3577.44
female, Mary, Romero, 8/23/1979, 2052 Bird Street, Carrizozo , NM, 88301, MasterCard, 11199.19
male, Jackie, Mora, 8/27/1985, 3797 Hillview Drive, Rohnert Park , CA, 94928, MasterCard, 3005.87
male, Frederick, Reid, 12/11/1948, 58 Elk Rd Little, Tucson , AZ, 85701, MasterCard, 9516.63
female, Molly, Roberts, 8/15/1976, 3433 Ashton Lane, Austin , TX, 78741, MasterCard, 8320.16
female, Joni, Craig, 11/10/1941, 76 Fieldcrest Road, Garden City , NY, 11530, Visa, 0.00
female, Marion, Clay, 9/12/1982, 4793 Wildwood Street, Akron , OH, 44305, Visa, 7616.15
male, Jayson, Hall, 9/28/1956, 4547 Euclid Avenue, Los Angeles , CA, 90014, Visa, 16685.62
male, Dale, Kinser, 12/19/1954, 4232 Lindale Avenue, San Francisco , CA, 94105, MasterCard, 7205.19
male, Paul, Long, 12/21/1970, 4428 Cost Avenue, Emmitsburg , MD, 21727, Visa, 16690.70
female, Jeraldine, Martin, 11/4/1981, 1087 Woodlawn Drive, Sheboygan Falls , WI, 53085, Visa, 0.00
female, Amy, Jones, 10/11/1943, 2980 Dovetail Drive, Buffalo Grove , IL, 60089, Discover, 0.00
male, Anthony, Littleton, 12/3/1982, 4176 Musgrave Street, Oklahoma City , OK, 73107, Visa, 13388.54
female, Donna, Taylor, 8/22/1944, 2087 Laurel Lane, Midland , TX, 79701, Visa, 15431.51
male, Thomas, Kerr, 5/20/1964, 1649 East Avenue, Phoenix , AZ, 85004, Discover, 5925.33
female, April, Langford, 1/14/1956, 3031 Michigan Avenue, Imperial , PA, 15126, Visa, 10605.80
female, Jessica, Rishel, 12/4/1982, 4133 Overlook Drive, Indianapolis , IN, 46278, Visa, 18202.85
male, Christopher, Moore, 6/1/1942, 465 Corpening Drive, Farmington Hills , MI, 48335, MasterCard, 10720.28
female, Mary, Strong, 1/11/1950, 244 Leo Street, Denver , CO, 80202, MasterCard, 9486.55
female, Ellen, Stevenson, 6/17/1959, 4796 Woodridge Lane, Memphis , TN, 38111, MasterCard, 13037.46
female, Tammy, Hunter, 7/2/1943, 2279 Columbia Boulevard, Baltimore , MD, 21206, MasterCard, 7303.01
male, Oliver, Plunkett, 4/28/1959, 1781 Brown Street, San Francisco , CA, 94104, Visa, 11003.13
female, Kim, Parris, 11/16/1968, 2137 Brentwood Drive, Austin , TX, 78759, Visa, 0.00
female, Virginia, Robins, 4/19/1956, 3986 Freed Drive, Stockton , CA, 95202, Visa, 19017.26
female, Nancy, Chen, 4/2/1979, 4875 Grove Street, East Northport , NY, 11731, MasterCard, 8419.55
male, Phillip, Lee, 8/21/1941, 4270 Walt Nuzum Farm Road, East Rochester , NY, 14445, Visa, 3417.80
male, Clinton, Willems, 12/19/1942, 4655 Keyser Ridge Road, Burlington , NC, 27215, MasterCard, 0.00
female, Meagan, Daddario, 12/24/1940, 1878 Perine Street, Leesburg , VA, 22075, MasterCard, 0.00
female, Caroline, White, 6/15/1982, 1410 Jadewood Farms, Cedar Knolls , NJ, 07927, MasterCard, 4687.60
male, Jean, Jones, 10/13/1964, 4903 Haymond Rocks Road, Lincoln City , OR, 97367, Visa, 4281.01
male, Matthew, Head, 5/12/1943, 479 Rodney Street, Saint Louis , MO, 63103, Visa, 2772.82
female, Zelma, Oswald, 12/6/1959, 3567 Pine Street, Pittsburgh , PA, 15219, MasterCard, 3618.62
female, Meagan, Miller, 12/10/1951, 3685 Charmaine Lane, Milo Center , TX, 79045, MasterCard, 10888.05
female, Terri, Duckworth, 12/24/1956, 1979 Fieldcrest Road, Huntington , NY, 11743, Visa, 0.00
female, Juliana, Sanborn, 2/8/1959, 1089 Fulton Street, Montgomery , WV, 25136, MasterCard, 2187.18
male, Jesse, Erickson, 2/26/1978, 3122 Cambridge Drive, Phoenix , AZ, 85027, Visa, 0.00
female, Imogene, Perry, 10/9/1959, 3393 Corbin Branch Road, Chattanooga , TN, 37421, Visa, 11118.03
female, Maryann, Bryant, 5/16/1981, 1065 Pearlman Avenue, Lowell , MA, 01852, Visa, 7356.84
female, Della, Carter, 9/23/1944, 434 Mandan Road, Columbia , MO, 65207, MasterCard, 7966.13
male, Franklin, Flippen, 11/15/1946, 2122 Wines Lane, Houston , TX, 77002, Visa, 5813.55
male, Harold, Mcdaniel, 12/25/1952, 2286 Philli Lane, Coweta , OK, 74429, Discover, 5618.27
female, Ashley, Bracey, 8/28/1956, 407 Mount Olive Road, East Point , GA, 30344, MasterCard, 7249.38
female, Kim, Holt, 7/28/1955, 2809 Bagwell Avenue, Weekiwachee Spgs. , FL, 32512, Visa, 3116.15
male, Stephen, Pennington, 8/13/1954, 4658 Holly Street, Rome , GA, 30161, MasterCard, 0.00
female, Irene, Grogan, 3/11/1956, 412 Simpson Avenue, Harrisburg , PA, 17109, MasterCard, 0.00
male, Warren, Mcleod, 11/22/1971, 3632 Carson Street, California , CA, 02110, Visa, 5501.80
female, Michelle, Oreilly, 4/10/1942, 3337 Pineview Drive, Saint Peter , MN, 56082, MasterCard, 6546.35
female, Gloria, Copeland, 2/14/1969, 2198 Atha Drive, Bakersfield , CA, 93307, Discover, 0.00
female, Sarah, Little, 7/11/1965, 3641 Hillview Drive, Concord , CA, 94520, MasterCard, 9123.32
female, Angela, Talbot, 8/14/1950, 1189 School House Road, Hattiesburg , MS, 39402, MasterCard, 9913.21
female, Jenna, Belcher, 2/25/1955, 4581 Pearl Street, Sacramento , CA, 95814, Visa, 8321.52
male, Mark, Anderson, 11/7/1954, 1720 Johnstown Road, Wheeling , IL, 60090, Discover, 2251.44
male, Billy, Dempster, 3/6/1958, 4819 Worthington Drive, Grand Prairie , TX, 75051, Visa, 3749.44
male, Douglas, Lozano, 11/28/1947, 4813 Briarwood Road, Springfield , MO, 65806, MasterCard, 8516.92
male, Albert, Vaca, 12/20/1978, 2421 Alpha Avenue, Longview , TX, 75601, Discover, 0.00
male, Stephen, Dobson, 5/10/1940, 3799 Fairfax Drive, Rochelle Park , NJ, 07662, Visa, 12846.65
female, Ida, Dryden, 4/3/1974, 312 Edwards Street, Columbia , NC, 27925, Visa, 4405.25
male, Donald, Nixon, 2/21/1974, 4490 Brown Street, Phoenix , AZ, 85040, MasterCard, 0.00
male, Dick, Sanchez, 1/28/1976, 870 Thompson Drive, San Francisco , CA, 94104, Visa, 10088.56
female, Jessica, Bradley, 10/6/1968, 3684 Woodland Avenue, Larose , LA, 70373, MasterCard, 1694.85
male, Terry, Moir, 12/14/1945, 595 Holden Street, Metropolis , IL, 62960, MasterCard, 14360.26
female, Bonnie, Anwar, 2/27/1984, 4784 Hillview Street, Columbia , SC, 29210, Visa, 5363.06
female, Carol, Timms, 3/9/1955, 2711 Hog Camp Road, Calumet City , IL, 60409, Discover, 0.00
male, Howard, Jones, 9/9/1978, 105 Poling Farm Road, Bellevue , NE, 68005, MasterCard, 4469.31
female, Jean, Moran, 12/27/1975, 1435 Werninger Street, Sugar Land , TX, 77478, Visa, 0.00
male, Michael, Patterson, 6/14/1974, 2388 Brentwood Drive, Austin , TX, 78749, Visa, 6612.22
female, Suzy, True, 7/22/1943, 3472 Randolph Street, Mattapoisett , MA, 02739, MasterCard, 0.00
female, Deborah, Lane, 11/25/1967, 4766 Richison Drive, Missoula , MT, 59801, Discover, 5637.68
female, Lillia, Hammer, 10/17/1982, 4 Sussex Court, Copperas Cove , TX, 76552, Visa, 10209.32
male, Larry, Smith, 12/7/1971, 2778 Felosa Drive, Santa Anna , TX, 76878, Visa, 24801.66
male, Benjamin, Wood, 8/29/1981, 4339 Vine Street, Schaumburg , IL, 60173, Visa, 7143.50
male, Robert, Garza, 10/6/1967, 2762 Eden Drive, Richmond , VA, 23219, Discover, 4172.10
male, Mark, Nichols, 5/14/1955, 2379 Eagle Lane, Eagle Bend , MN, 56446, Visa, 2355.93
male, Brooks, Price, 11/29/1973, 3608 State Street, Detroit , MI, 48213, MasterCard, 3028.23
